Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
La Playa The Beach,"16,53 €",DVD STORE,9 de enero de 2024,"Italiano
Alemán
Francés
Inglés
Español
Castellano","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",2000,Reino Unido,118,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45397912-la-playa-the-beach/?parentCategoryId=999.54220013&color=default
Algodon En Harlem (Blu-Ray) (Bd-R) (Cotton Comes To Harlem),"13,69 €",,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022326491-algodon-en-harlem-blu-ray-bd-r-cotton-comes-to-harlem/?parentCategoryId=999.54220013&color=default
Arrow Temporada 6,"33,40 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Danés
Alemán
Noruego
Sueco",2017,EEUU,928,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A27815629-arrow-temporada-6/?parentCategoryId=999.54220013&color=default
En El Corazon De La Tierra (Blu-Ray) (At The Earth'S Core),N/A,,7 de abril de 2025,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548868949-en-el-corazon-de-la-tierra-blu-ray-at-the-earths-core/?parentCategoryId=999.54220013&color=default
Deadpool 2 - Steelbook lenticular,"45,56 €",DVD STORE,,"Alemán
Francés
Castellano
Italiano
Japonés
Polaco
Checo","Danés
Holandés
Finlandés
Francés
Alemán
Italiano
Noruego
Castellano
Japonés",2018,EEUU,119,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39479680-deadpool-2-steelbook-lenticular/?parentCategoryId=999.54220013&color=default
Un Largo Invierno,"4,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Castellano,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8431797141416-un-largo-invierno/?parentCategoryId=999.54220013&color=default
Firestorm BD 2013 Fung Bou - Firestorm,"14,94 €",DVD STORE,,"Castellano
Cantonés","Castellano
Inglés",2013,China,120,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A43086685-firestorm-bd-2013-fung-bou-firestorm/?parentCategoryId=999.54220013&color=default
211 Blu Ray 2018,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2018,EEUU,86,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A43691690-211-blu-ray-2018/?parentCategoryId=999.54220013&color=default
Se Busca Vivo o Muerto BD 1987 Wanted: Dead or Alive,"13,69 €",DVD STORE,9 de enero de 2024,"Italiano
Inglés
Castellano","Portugués
Castellano
Inglés",1987,EEUU,106,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40219785-se-busca-vivo-o-muerto-bd-1987-wanted-dead-or-alive/?parentCategoryId=999.54220013&color=default
En el Filo DVD 2020 Na ostrie,"12,44 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",2019,Rusia,109,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45983956-en-el-filo-dvd-2020-na-ostrie/?parentCategoryId=999.54220013&color=default
Hombres de Élite BD 2015 Life on the Line,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2015,EEUU,97,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45983961-hombres-de-elite-bd-2015-life-on-the-line/?parentCategoryId=999.54220013&color=default
Policías corruptos,"13,95 €",DVD STORE,9 de enero de 2024,Inglés,Español,2016,EEUU,120,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A24360571-policias-corruptos/?parentCategoryId=999.54220013&color=default
El Arte de la Guerra The Art of War,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés","Holandés
Francés
Italiano
Castellano
Inglés",2000,EEUU,116,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A34973761-el-arte-de-la-guerra-the-art-of-war/?parentCategoryId=999.54220013&color=default
Lobos del Norte Spawn Of The North,"6,19 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1938,EEUU,110,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A20907883-lobos-del-norte-spawn-of-the-north/?parentCategoryId=999.54220013&color=default
"Una Cuerda, Un Colt BD 1969 Une corde, un Colt...","13,69 €",DVD STORE,9 de enero de 2024,"Español
Italiano","Español
Portugués
Inglés",1969,Francia,90,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_21747-una-cuerda-un-colt-bd-1969-une-corde-un-colt/?parentCategoryId=999.54220013&color=default
El Guardian De Acero BLU-RAY 2020 Geom-gaek,"14,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano
Coreano","Castellano
Inglés",2019,,100,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46484086-el-guardian-de-acero-blu-ray-2020-geom-gaek/?parentCategoryId=999.54220013&color=default
Deep Rising Deep Rising,"15,70 €",DVD STORE,9 de enero de 2024,"Castellano
Catalán
Inglés","Castellano
Inglés",1998,EEUU,105,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A34930561-deep-rising-deep-rising/?parentCategoryId=999.54220013&color=default
Señalado por la Muerte BD 1990 Marked for Death,"13,50 €",DVD STORE,,"Español
Inglés","Español
Francés
Alemán
Inglés",1990,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A35857726-senalado-por-la-muerte-bd-1990-marked-for-death/?parentCategoryId=999.54220013&color=default
Ciudad en Llamas BD 1979 City on Fire,"15,70 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1979,Canadá,106,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41270707-ciudad-en-llamas-bd-1979-city-on-fire/?parentCategoryId=999.54220013&color=default
Blue Jean Cop BD 1988,13 €,DVD STORE,9 de enero de 2024,Español,,1988,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A37926047-blue-jean-cop-bd-1988/?parentCategoryId=999.54220013&color=default
X-Men Fénix Oscura - Steelbook lenticular,"37,44 €",DVD STORE,9 de enero de 2024,"Italiano
Castellano
Alemán
Francés
Chino
Tailandés
Polaco
Castellano
Húngaro","Danés
Holandés
Finlandés
Francés
Alemán
Italiano
Noruego
Sueco
Castellano",2019,EEUU,113,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A39479683-x-men-fenix-oscura-steelbook-lenticular/?parentCategoryId=999.54220013&color=default
BRICK MANSIONS,N/A,DVD STORE,9 de enero de 2024,"Castellano
Catalán","Español
Catalán",2014,Francia,89,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A16747046-brick-mansions/?parentCategoryId=999.54220013&color=default
Little Tokyo Ataque Frontal BD 1991 Showdown in Little Tokyo Caja Metalica Nueva Edición + Postales,39 €,DVD STORE,9 de enero de 2024,"Castellano
Inglés
Castellano","Castellano
Inglés",1991,EEUU,78,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41590307-little-tokyo-ataque-frontal-bd-1991-showdown-in-little-tokyo-caja-metalica-nueva-edicion--postales/?parentCategoryId=999.54220013&color=default
Maniac Cop 2,"14,94 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Alemán
Portugués
Francés",1990,EEUU,87,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447637-maniac-cop-2/?parentCategoryId=999.54220013&color=default
Los Intocables - Vol. 2 (The Untouchables),N/A,,7 de diciembre de 2017,"Castellano
Castellano
Castellano
Castellano","Griego
Griego
Griego
Griego
Griego
Griego
Griego
Griego
Griego",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022323179-los-intocables-vol-2-the-untouchables/?parentCategoryId=999.54220013&color=default
Sonic 3: la película (Blu-Ray),"19,99 €",DIVISA RED S.A.,14 de abril de 2025,"Castellano, DTS-Surround 5,1
Alemán, DTS-Surround 5,1
Checo, DTS-Surround 5,1
Chino, DTS-Surround 5,1
Italiano, DTS-Surround 5,1
Japonés, DTS-Surround 5,1
Polaco, DTS-Surround 5,1
Inglés, Dolby Atmos","Castellano
Inglés
Alemán
Checo
Italiano
Chino
Eslovaco
Japonés
Polaco
Turco",2024,EEUU,110 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A54961735-sonic-3-la-pelicula-blu-ray/?parentCategoryId=999.54220013&color=default
El conde de Montecristo (DVD),"16,95 €",,,,,,,,,https://www.elcorteingles.es/cine/A53276635-el-conde-de-montecristo-dvd/?parentCategoryId=999.54220013&color=default
Indiana Jones: 4-Movie Collection (5 Blu-Ray),"39,99 €",DIVISA RED S. A.,11 de octubre de 2021,"Castellano
Inglés
Francés
Alemán
Japonés
Italiano","Castellano
Inglés
Francés
Alemán
Neerlandés
Japonés
Italiano",1981,EEUU,478 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A41219239-indiana-jones-4-movie-collection-5-blu-ray/?parentCategoryId=999.54220013&color=default
Indiana Jones y el dial del destino (DVD),"15,99 €",DIVISA RED S.A.,5 de diciembre de 2023,"Castellano
Inglés
Catalán","Castellano
Danés
Finés
Noruego
Sueco",2023,EEUU,154 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49584907-indiana-jones-y-el-dial-del-destino-dvd/?parentCategoryId=999.54220013&color=default
Sonic: Colección 3 películas (Blu-Ray),"32,99 €",DIVISA RED S.A.,14 de abril de 2025,"Castellano, DTS-Surround 5,1
Alemán, DTS-Surround 5,1
Francés, DTS-Surround 5,1
Portugués, DTS-Surround 5,1
Italiano, DTS-Surround 5,1
Checo, DTS-Surround 5,1
Inglés, Dolby Atmos","Castellano
Inglés
Italiano
Danés
Finés
Francés
Noruego
Alemán
Checo",2020,EEUU,331 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A54961739-sonic-coleccion-3-peliculas-blu-ray/?parentCategoryId=999.54220013&color=default
Alerta máxima 1-2 (Blu-Ray),"24,95 €",WARNER HBO,30 de abril de 2025,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1",Castellano,1992,EEUU,203 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A55083320-alerta-maxima-1-2-blu-ray/?parentCategoryId=999.54220013&color=default
Indiana Jones y el dial del destino (Blu-Ray),"18,99 €",DIVISA RED S.A.,5 de diciembre de 2023,"Castellano
Inglés
Catalán",Castellano,2023,EEUU,154 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49584910-indiana-jones-y-el-dial-del-destino-blu-ray/?parentCategoryId=999.54220013&color=default
Hora punta (Blu-Ray),"11,95 €",WARNER HBO,20 de noviembre de 2024,"Inglés, DTS HD Master Audio 5,1
Castellano, Dolby Digital 5,1",Castellano,1998,EEUU,97 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A53441688-hora-punta-blu-ray/?parentCategoryId=999.54220013&color=default
Mad Max: Furia en la carretera (4K Ultra HD + Blu-Ray),"19,95 €",Warner,10 de noviembre de 2020,"Inglés, Dolby TrueHD
Francés, Dolby TrueHD
Castellano, Dolby Digital 5,1
Italiano, Dolby Digital 5,1","Castellano
Danés
Finés
Holandés
Francés
Italiano
Noruego
Sueco
Francés",,EEUU,120 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A37597434-mad-max-furia-en-la-carretera-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
La Caza del Octubre Rojo (4K Ultra HD + Blu-Ray),"19,99 €",DIVISA RED S. A.,4 de marzo de 2021,"Castellano
Inglés",Castellano,1990,EEUU,132 min,Para todos los públicos,https://www.elcorteingles.es/cine/A38745751-la-caza-del-octubre-rojo-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Superdetective en Hollywood II (4K Ultra HD + Blu-Ray),"19,99 €",DIVISA RED S. A.,17 de mayo de 2022,"Castellano
Inglés
Alemán
Francés
Japonés
Español De América","Castellano
Inglés
Alemán
Japonés
Español De América
Danés
Finés",1987,EEUU,102 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A43545527-superdetective-en-hollywood-ii-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Sin tiempo para morir (Edición 2024) (4K Ultra HD + Blu-Ray),"19,95 €",WARNER HBO,30 de octubre de 2024,"Inglés, Dolby Digital Plus
Castellano, Dolby Digital Plus",Castellano,2021,EEUU,163 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A53169592-sin-tiempo-para-morir-edicion-2024-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Misión imposible 6: Fallout (Edición Metálica) (4K Ultra HD + Blu-Ray),N/A,,,,,,,,,https://www.elcorteingles.es/cine/A48309863-mision-imposible-6-fallout-edicion-metalica-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
LOS REYES DEL CRIMEN,"4,94 €",DVD STORE,,"Inglés
Castellano
Español",Español,2019,EEUU,120,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A1989360-los-reyes-del-crimen/?parentCategoryId=999.54220013&color=default
Sin Tregua (End Of Watch),N/A,,7 de diciembre de 2017,Castellano,,,España,,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0008858_8436540902924-sin-tregua-end-of-watch/?parentCategoryId=999.54220013&color=default
Ip Man Ii Yip Man 2: Chung Si Chuen Kei,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano
Chino","Portugués
Castellano
Inglés",2010,Hong-Kong,108,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46616025-ip-man-ii-yip-man-2-chung-si-chuen-kei/?parentCategoryId=999.54220013&color=default
Fuerza de vigilancia (DVD),N/A,RESEARCH ENTERTAINMENT SL,23 de noviembre de 2016,",",,,,83,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine8038-fuerza-de-vigilancia-dvd/?parentCategoryId=999.54220013&color=default
"Filth, El Sucio (DVD)",N/A,CAMEO MEDIA S.L.,2 de noviembre de 2016,",",,,,92,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine8044-filth-el-sucio-dvd/?parentCategoryId=999.54220013&color=default
En Tierra Peligrosa BD 1994 On Deadly Ground,N/A,DVD STORE,9 de enero de 2024,"Castellano
Alemán","Español
Alemán
Inglés",1994,EEUU,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A32182039-en-tierra-peligrosa-bd-1994-on-deadly-ground/?parentCategoryId=999.54220013&color=default
Unidad de élite,"12,95 €",DVD STORE,,",",Español,2012,Francia,96,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A24360587-unidad-de-elite/?parentCategoryId=999.54220013&color=default
Plan De Escape 2 BLU-RAY 2018 Escape Plan 2: Hades,"14,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano",Castellano,2018,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A46616024-plan-de-escape-2-blu-ray-2018-escape-plan-2-hades/?parentCategoryId=999.54220013&color=default
Ice Road BD 2021,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2021,EEUU,108,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45697521-ice-road-bd-2021/?parentCategoryId=999.54220013&color=default
Belleza Mortal BD 1987 Fatal Beauty,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán","Alemán
Castellano
Inglés",1987,EEUU,104,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40780057-belleza-mortal-bd-1987-fatal-beauty/?parentCategoryId=999.54220013&color=default
Presa de la Secta BD 1995 The Hunted,"13,69 €",DVD STORE,9 de enero de 2024,"Alemán
Castellano
Inglés","Alemán
Castellano
Inglés",1995,EEUU,110,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39760269-presa-de-la-secta-bd-1995-the-hunted/?parentCategoryId=999.54220013&color=default
Los Últimos Días del Edén BD 1992 The Medicine Man,N/A,DVD STORE,,Español,,1992,EEUU,105,Para todos los públicos,https://www.elcorteingles.es/cine/A30233255-los-ultimos-dias-del-eden-bd-1992-the-medicine-man/?parentCategoryId=999.54220013&color=default
En Tierra Peligrosa 2 Fire Down Below,16 €,DVD STORE,,"Español
Inglés","Alemán
Inglés",1997,EEUU,105,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A34957386-en-tierra-peligrosa-2-fire-down-below/?parentCategoryId=999.54220013&color=default
Black Dog BD 1998,"15,70 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,1998,EEUU,88,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A34957389-black-dog-bd-1998/?parentCategoryId=999.54220013&color=default
Shopping DVD 1994,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",1994,EEUU,85,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40219777-shopping-dvd-1994/?parentCategoryId=999.54220013&color=default
Rollerball Rollerball,"13,69 €",DVD STORE,9 de enero de 2024,Español,"Español
Inglés",2002,EEUU,125,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A36884302-rollerball-rollerball/?parentCategoryId=999.54220013&color=default
Justa Venganza Wake Of Death,18 €,DVD STORE,,"Inglés
Castellano","Castellano
Inglés",2004,Reino Unido,91,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41590313-justa-venganza-wake-of-death/?parentCategoryId=999.54220013&color=default
El Vuelo del Fénix The Flight Of The Phoenix,N/A,DVD STORE,9 de enero de 2024,Español,"Español
Inglés
Alemán
Portugués",2004,EEUU,143,Para todos los públicos,https://www.elcorteingles.es/cine/A41270708-el-vuelo-del-fenix-the-flight-of-the-phoenix/?parentCategoryId=999.54220013&color=default
El Sabor de la Muerte BD 1995 Kiss of Death,"14,94 €",DVD STORE,9 de enero de 2024,Español,"Español
Inglés
Alemán",1995,EEUU,100,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447647-el-sabor-de-la-muerte-bd-1995-kiss-of-death/?parentCategoryId=999.54220013&color=default
Cazador a Sueldo BD 1980 The Hunter,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés","Francés
Alemán
Italiano
Castellano
Inglés",1980,EEUU,98,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45038990-cazador-a-sueldo-bd-1980-the-hunter/?parentCategoryId=999.54220013&color=default
Los Dientes Del Diablo BD 1960 The Savage Innocents,N/A,DVD STORE,9 de enero de 2024,Castellano,"Castellano
Inglés",1960,Reino Unido,110,Para todos los públicos,https://www.elcorteingles.es/cine/A31188684-los-dientes-del-diablo-bd-1960-the-savage-innocents/?parentCategoryId=999.54220013&color=default
Los Inmortales III. El Hechicero,"13,69 €",DVD STORE,,"Español
Inglés","Español
Alemán
Inglés",1994,Reino Unido,99,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A32182035-los-inmortales-iii-el-hechicero/?parentCategoryId=999.54220013&color=default
Ip Man 4 BLU-RAY 2019 Yip Man 4,"14,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano
Chino","Portugués
Castellano
Inglés",2019,Hong-Kong,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A47163336-ip-man-4-blu-ray-2019-yip-man-4/?parentCategoryId=999.54220013&color=default
